Country,Habitat,title,Quantity,Percentage
Poland,non-urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Poland,non-urban,Field Traffic Data Technician,1,0.018%
Poland,non-urban,Flight Data Technician,1,0.018%
Poland,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Poland,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),3,0.053%
Poland,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Poland,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),3,0.053%
Poland,non-urban,Internet Database Specialist,1,0.018%
Poland,non-urban,Medical Data Analyst,1,0.018%
Poland,non-urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Poland,non-urban,Voice and Data Technician,1,0.018%
Poland,urban,Analytical Data Miner,3,0.053%
Poland,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),11,0.193%
Poland,urban,Automatic Data Processing Planner,5,0.088%
Poland,urban,Automatic Data Processing Planner (ADP Planner),3,0.053%
Poland,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),9,0.158%
Poland,urban,Clinical Data Abstractor,2,0.035%
Poland,urban,Clinical Data Analyst,3,0.053%
Poland,urban,Clinical Data Coordinator,1,0.018%
Poland,urban,Clinical Data Management Manager (CDM Manager),2,0.035%
Poland,urban,Clinical Data Specialist,1,0.018%
Poland,urban,Computer or Data Processing Systems Consultant,6,0.105%
Poland,urban,Customer Data Technician,2,0.035%
Poland,urban,Data Acquisition Technician,2,0.035%
Poland,urban,Data Administrator,7,0.123%
Poland,urban,Data Architect,9,0.158%
Poland,urban,Data Base Design Analyst,3,0.053%
Poland,urban,Data Capture Clerk,2,0.035%
Poland,urban,Data Capture Specialist,3,0.053%
Poland,urban,Data Center Operator,1,0.018%
Poland,urban,Data Coder Operator,1,0.018%
Poland,urban,Data Collection Technician,3,0.053%
Poland,urban,Data Collector,1,0.018%
Poland,urban,Data Communications Analyst,10,0.175%
Poland,urban,Data Communications Software Consultant,5,0.088%
Poland,urban,Data Communications Technician,1,0.018%
Poland,urban,Data Control Assistant,1,0.018%
Poland,urban,Data Coordinator,5,0.088%
Poland,urban,Data Entry Operator,1,0.018%
Poland,urban,Data Entry Representative,1,0.018%
Poland,urban,Data Entry Supervisor,1,0.018%
Poland,urban,Data Entry Technician,1,0.018%
Poland,urban,Data Examination Clerk,1,0.018%
Poland,urban,Data Input Clerk,1,0.018%
Poland,urban,Data Management Associate,5,0.088%
Poland,urban,Data Management Information Technology Specialist,5,0.088%
Poland,urban,Data Management Manager,1,0.018%
Poland,urban,Data Miner,7,0.123%
Poland,urban,Data Modeling Specialist,5,0.088%
Poland,urban,Data Officer,7,0.123%
Poland,urban,Data Operations Director,3,0.053%
Poland,urban,Data Processing Auditor,5,0.088%
Poland,urban,Data Processing Clerk,1,0.018%
Poland,urban,Data Processing Consultant,5,0.088%
Poland,urban,Data Processing Control Clerk,1,0.018%
Poland,urban,Data Processing Equipment Repairer,1,0.018%
Poland,urban,Data Processing Manager,7,0.123%
Poland,urban,Data Processing Supervisor,1,0.018%
Poland,urban,Data Processing Systems Analyst,4,0.07%
Poland,urban,Data Processing Systems Project Planner,3,0.053%
Poland,urban,Data Reduction Technician,1,0.018%
Poland,urban,Data Sciences Director,2,0.035%
Poland,urban,Data Scientist,1,0.018%
Poland,urban,Data Security Administrator,8,0.14%
Poland,urban,Data Security Analyst,8,0.14%
Poland,urban,Data Specialist,2,0.035%
Poland,urban,Data Storage Specialist,11,0.193%
Poland,urban,Data Systems Manager,5,0.088%
Poland,urban,Data Technician,1,0.018%
Poland,urban,Data Transcriber,1,0.018%
Poland,urban,Data Typist,1,0.018%
Poland,urban,Data Warehouse Analyst,7,0.123%
Poland,urban,Data Warehouse Architect,4,0.07%
Poland,urban,Data Warehouse Developer,10,0.175%
Poland,urban,Data Warehouse Specialist,9,0.158%
Poland,urban,Data Warehousing Engineer,3,0.053%
Poland,urban,Data Warehousing Manager,5,0.088%
Poland,urban,Data Warehousing Specialist,4,0.07%
Poland,urban,Database Administration Associate,4,0.07%
Poland,urban,Database Administration Manager,6,0.105%
Poland,urban,Database Administration Project Manager,1,0.018%
Poland,urban,Database Administrator (DBA),1,0.018%
Poland,urban,Database Analyst,2,0.035%
Poland,urban,Database Architect,3,0.053%
Poland,urban,Database Consultant,4,0.07%
Poland,urban,Database Coordinator,5,0.088%
Poland,urban,Database Design Analyst,9,0.158%
Poland,urban,Database Designer,4,0.07%
Poland,urban,Database Developer,2,0.035%
Poland,urban,Database Development and Administration Project Manager,10,0.175%
Poland,urban,Database Engineer,5,0.088%
Poland,urban,Database Management System Specialist (DBMS Specialist),6,0.105%
Poland,urban,Database Manager,5,0.088%
Poland,urban,Database Marketing Analyst,5,0.088%
Poland,urban,Database Modeler,2,0.035%
Poland,urban,Database Programmer,2,0.035%
Poland,urban,Database Security Administrator,10,0.175%
Poland,urban,Database Security Expert,9,0.158%
Poland,urban,Database Software Technician,6,0.105%
Poland,urban,Database Specialist,5,0.088%
Poland,urban,Database Technician,1,0.018%
Poland,urban,Database Tester,4,0.07%
Poland,urban,Databases Computer Consultant,3,0.053%
Poland,urban,Databases Software Consultant,3,0.053%
Poland,urban,Datastage Developer,2,0.035%
Poland,urban,Director of Data Operations,9,0.158%
Poland,urban,Electronic Data Interchange System Developer (EDI System Developer),5,0.088%
Poland,urban,Electronic Data Processing Auditor (EDP Auditor),5,0.088%
Poland,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.035%
Poland,urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Poland,urban,Flight Data Technician,2,0.035%
Poland,urban,Flight Test Data Acquisition Technician,2,0.035%
Poland,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.07%
Poland,urban,Geographic Information Systems Data Manager (GIS Data Manager),3,0.053%
Poland,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),11,0.193%
Poland,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),9,0.158%
Poland,urban,Head of Information Systems and Data Processing,2,0.035%
Poland,urban,Internet Database Specialist,1,0.018%
Poland,urban,LiDAR Data Analyst,3,0.053%
Poland,urban,Log Data Technician,1,0.018%
Poland,urban,Marketing Database Analyst,2,0.035%
Poland,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Poland,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",2,0.035%
Poland,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, General",3,0.053%
Poland,urban,Oracle Database Administrator (Oracle DBA),6,0.105%
Poland,urban,Reference Data Expert,1,0.018%
Poland,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Poland,urban,SQL Database Administrator,10,0.175%
Poland,urban,Scientific Database Curator,1,0.018%
Poland,urban,Survey Data Technician,1,0.018%
Poland,urban,Weight in Motion Field Data Collection Technician,1,0.018%
Portugal,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Portugal,non-urban,Computer or Data Processing Systems Consultant,1,0.018%
Portugal,non-urban,Data Administrator,1,0.018%
Portugal,non-urban,Data Architect,1,0.018%
Portugal,non-urban,Data Base Design Analyst,2,0.035%
Portugal,non-urban,Data Coordinator,1,0.018%
Portugal,non-urban,Data Manager,1,0.018%
Portugal,non-urban,Data Processing Clerk,1,0.018%
Portugal,non-urban,Data Processing Equipment Repairer,1,0.018%
Portugal,non-urban,Data Processing Manager,3,0.053%
Portugal,non-urban,Data Scientist,2,0.035%
Portugal,non-urban,Data Storage Specialist,1,0.018%
Portugal,non-urban,Data Warehouse Architect,1,0.018%
Portugal,non-urban,Data Warehousing Engineer,1,0.018%
Portugal,non-urban,Database Administration Manager,1,0.018%
Portugal,non-urban,Database Coordinator,1,0.018%
Portugal,non-urban,Database Manager,1,0.018%
Portugal,non-urban,Database Software Technician,1,0.018%
Portugal,non-urban,Electronic Data Interchange System Developer (EDI System Developer),1,0.018%
Portugal,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Portugal,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Portugal,non-urban,LiDAR Data Analyst,1,0.018%
Portugal,urban,Analytical Data Miner,1,0.018%
Portugal,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.053%
Portugal,urban,Automatic Data Processing Planner,1,0.018%
Portugal,urban,Automatic Data Processing Planner (ADP Planner),1,0.018%
Portugal,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),4,0.07%
Portugal,urban,Clinical Data Coordinator,1,0.018%
Portugal,urban,Clinical Data Management Associate Director,1,0.018%
Portugal,urban,Clinical Data Manager,1,0.018%
Portugal,urban,Clinical Data Specialist,1,0.018%
Portugal,urban,Computer or Data Processing Systems Consultant,2,0.035%
Portugal,urban,Data Administrator,4,0.07%
Portugal,urban,Data Architect,1,0.018%
Portugal,urban,Data Capture Clerk,2,0.035%
Portugal,urban,Data Center Operator,1,0.018%
Portugal,urban,Data Collector,1,0.018%
Portugal,urban,Data Communications Analyst,2,0.035%
Portugal,urban,Data Communications Software Consultant,5,0.088%
Portugal,urban,Data Communications Technician,1,0.018%
Portugal,urban,Data Conversion Operator,1,0.018%
Portugal,urban,Data Coordinator,5,0.088%
Portugal,urban,Data Entry Machine Operator,1,0.018%
Portugal,urban,Data Management Associate,3,0.053%
Portugal,urban,Data Management Information Technology Specialist,1,0.018%
Portugal,urban,Data Management Manager,1,0.018%
Portugal,urban,Data Miner,1,0.018%
Portugal,urban,Data Modeling Specialist,1,0.018%
Portugal,urban,Data Officer,3,0.053%
Portugal,urban,Data Processing Consultant,5,0.088%
Portugal,urban,Data Processing Control Clerk,1,0.018%
Portugal,urban,Data Processing Manager,1,0.018%
Portugal,urban,Data Processing Services Sales Representative,1,0.018%
Portugal,urban,Data Processing Systems Project Planner,2,0.035%
Portugal,urban,Data Processor,1,0.018%
Portugal,urban,Data Recovery Planner,3,0.053%
Portugal,urban,Data Reduction Technician,1,0.018%
Portugal,urban,Data Scientist,2,0.035%
Portugal,urban,Data Security Analyst,4,0.07%
Portugal,urban,Data Storage Specialist,1,0.018%
Portugal,urban,Data Warehouse Analyst,2,0.035%
Portugal,urban,Data Warehouse Architect,1,0.018%
Portugal,urban,Data Warehouse Specialist,1,0.018%
Portugal,urban,Data Warehousing Manager,1,0.018%
Portugal,urban,Database Administration Associate,2,0.035%
Portugal,urban,Database Architect,3,0.053%
Portugal,urban,Database Consultant,2,0.035%
Portugal,urban,Database Coordinator,1,0.018%
Portugal,urban,Database Development and Administration Project Manager,1,0.018%
Portugal,urban,Database Engineer,2,0.035%
Portugal,urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Portugal,urban,Database Manager,2,0.035%
Portugal,urban,Database Marketing Analyst,1,0.018%
Portugal,urban,Database Software Technician,1,0.018%
Portugal,urban,Database Specialist,3,0.053%
Portugal,urban,Databases Computer Consultant,1,0.018%
Portugal,urban,Databases Software Consultant,3,0.053%
Portugal,urban,Electronic Data Interchange System Developer (EDI System Developer),2,0.035%
Portugal,urban,Electronic Data Processing Auditor (EDP Auditor),3,0.053%
Portugal,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Portugal,urban,Field Traffic Data Technician,1,0.018%
Portugal,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),3,0.053%
Portugal,urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Portugal,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Portugal,urban,Internet Database Specialist,1,0.018%
Portugal,urban,Log Data Technician,1,0.018%
Portugal,urban,Micro Computer Data Processor,1,0.018%
Portugal,urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Portugal,urban,SQL Database Administrator,2,0.035%
Romania,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.035%
Romania,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Romania,non-urban,Computer or Data Processing Systems Consultant,2,0.035%
Romania,non-urban,Crime Data Specialist,1,0.018%
Romania,non-urban,Data Abstractor,1,0.018%
Romania,non-urban,Data Architect,1,0.018%
Romania,non-urban,Data Entry Clerk,1,0.018%
Romania,non-urban,Data Entry Supervisor,1,0.018%
Romania,non-urban,Data Entry Technician,1,0.018%
Romania,non-urban,Data Input Clerk,1,0.018%
Romania,non-urban,Data Modeler,1,0.018%
Romania,non-urban,Data Modeling Specialist,1,0.018%
Romania,non-urban,Data Officer,1,0.018%
Romania,non-urban,Data Processing Auditor,2,0.035%
Romania,non-urban,Data Processing Manager,1,0.018%
Romania,non-urban,Data Processing Systems Project Planner,1,0.018%
Romania,non-urban,Data Processor,1,0.018%
Romania,non-urban,Data Security Analyst,1,0.018%
Romania,non-urban,Data Storage Specialist,1,0.018%
Romania,non-urban,Data Systems Manager,1,0.018%
Romania,non-urban,Data Warehouse Analyst,1,0.018%
Romania,non-urban,Data Warehouse Specialist,1,0.018%
Romania,non-urban,Data Warehousing Specialist,1,0.018%
Romania,non-urban,Database Administration Associate,1,0.018%
Romania,non-urban,Database Design Analyst,1,0.018%
Romania,non-urban,Database Designer,1,0.018%
Romania,non-urban,Database Engineer,1,0.018%
Romania,non-urban,Database Manager,1,0.018%
Romania,non-urban,Database Modeler,1,0.018%
Romania,non-urban,Databases Software Consultant,1,0.018%
Romania,non-urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Romania,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Romania,non-urban,Head of Information Systems and Data Processing,2,0.035%
Romania,non-urban,SQL Database Administrator,1,0.018%
Romania,urban,Analytical Data Miner,1,0.018%
Romania,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.053%
Romania,urban,Automatic Data Processing Planner,3,0.053%
Romania,urban,Automatic Data Processing Planner (ADP Planner),3,0.053%
Romania,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),2,0.035%
Romania,urban,Business Database Analyst,2,0.035%
Romania,urban,Clinical Data Analyst,1,0.018%
Romania,urban,Clinical Data Associate,2,0.035%
Romania,urban,Clinical Data Manager,2,0.035%
Romania,urban,Computer or Data Processing Systems Consultant,4,0.07%
Romania,urban,Customer Data Technician,1,0.018%
Romania,urban,Data Administrator,5,0.088%
Romania,urban,Data Analysis Assistant,2,0.035%
Romania,urban,Data Architect,4,0.07%
Romania,urban,Data Base Design Analyst,2,0.035%
Romania,urban,Data Center Operator,2,0.035%
Romania,urban,Data Coder Operator,1,0.018%
Romania,urban,Data Collection Technician,2,0.035%
Romania,urban,Data Communications Analyst,1,0.018%
Romania,urban,Data Communications Software Consultant,1,0.018%
Romania,urban,Data Compiler,1,0.018%
Romania,urban,Data Coordinator,3,0.053%
Romania,urban,Data Entry Operator,1,0.018%
Romania,urban,Data Entry Representative,1,0.018%
Romania,urban,Data Entry Specialist,1,0.018%
Romania,urban,Data Entry Technician,1,0.018%
Romania,urban,Data Input Clerk,1,0.018%
Romania,urban,Data Management Associate,7,0.123%
Romania,urban,Data Management Information Technology Specialist,2,0.035%
Romania,urban,Data Management Manager,1,0.018%
Romania,urban,Data Miner,3,0.053%
Romania,urban,Data Modeler,1,0.018%
Romania,urban,Data Modeling Specialist,1,0.018%
Romania,urban,Data Officer,6,0.105%
Romania,urban,Data Processing Auditor,1,0.018%
Romania,urban,Data Processing Consultant,2,0.035%
Romania,urban,Data Processing Systems Analyst,1,0.018%
Romania,urban,Data Processing Systems Project Planner,6,0.105%
Romania,urban,Data Processor,1,0.018%
Romania,urban,Data Sciences Director,1,0.018%
Romania,urban,Data Security Administrator,3,0.053%
Romania,urban,Data Security Analyst,4,0.07%
Romania,urban,Data Storage Specialist,4,0.07%
Romania,urban,Data Systems Manager,1,0.018%
Romania,urban,Data Warehouse Analyst,1,0.018%
Romania,urban,Data Warehouse Architect,2,0.035%
Romania,urban,Data Warehouse Developer,2,0.035%
Romania,urban,Data Warehouse Specialist,1,0.018%
Romania,urban,Data Warehousing Engineer,4,0.07%
Romania,urban,Data Warehousing Manager,3,0.053%
Romania,urban,Data Warehousing Specialist,2,0.035%
Romania,urban,Database Administration Associate,2,0.035%
Romania,urban,Database Administration Manager,2,0.035%
Romania,urban,Database Analyst,3,0.053%
Romania,urban,Database Architect,4,0.07%
Romania,urban,Database Consultant,7,0.123%
Romania,urban,Database Design Analyst,1,0.018%
Romania,urban,Database Designer,2,0.035%
Romania,urban,Database Development and Administration Project Manager,2,0.035%
Romania,urban,Database Engineer,2,0.035%
Romania,urban,Database Management System Specialist (DBMS Specialist),4,0.07%
Romania,urban,Database Manager,1,0.018%
Romania,urban,Database Programmer,2,0.035%
Romania,urban,Database Security Administrator,2,0.035%
Romania,urban,Database Security Expert,1,0.018%
Romania,urban,Database Software Technician,1,0.018%
Romania,urban,Database Specialist,5,0.088%
Romania,urban,Database Technician,1,0.018%
Romania,urban,Database Tester,6,0.105%
Romania,urban,Databases Computer Consultant,4,0.07%
Romania,urban,Databases Software Consultant,2,0.035%
Romania,urban,Director of Data Operations,4,0.07%
Romania,urban,Electronic Data Interchange System Developer (EDI System Developer),2,0.035%
Romania,urban,Electronic Data Processing Auditor (EDP Auditor),4,0.07%
Romania,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",3,0.053%
Romania,urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Romania,urban,Field Traffic Data Technician,2,0.035%
Romania,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
Romania,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),2,0.035%
Romania,urban,Geographic Information Systems Data Manager (GIS Data Manager),2,0.035%
Romania,urban,Head of Information Systems and Data Processing,4,0.07%
Romania,urban,Health Data Analyst,1,0.018%
Romania,urban,Internet Database Specialist,1,0.018%
Romania,urban,Marketing Database Analyst,1,0.018%
Romania,urban,Medical Data Analyst,1,0.018%
Romania,urban,Micro Computer Data Processor,1,0.018%
Romania,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Romania,urban,Oracle Database Administrator (Oracle DBA),2,0.035%
Romania,urban,Reference Data Expert,2,0.035%
Romania,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Romania,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Romania,urban,SQL Database Administrator,3,0.053%
Romania,urban,Voice and Data Technician,1,0.018%
Slovakia,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Slovakia,non-urban,Automatic Data Processing Planner,1,0.018%
Slovakia,non-urban,Computer or Data Processing Systems Consultant,1,0.018%
Slovakia,non-urban,Data Acquisition Technician,1,0.018%
Slovakia,non-urban,Data Management Information Technology Specialist,1,0.018%
Slovakia,non-urban,Data Processing Consultant,1,0.018%
Slovakia,non-urban,Data Processing Systems Analyst,1,0.018%
Slovakia,non-urban,Data Processing Systems Project Planner,2,0.035%
Slovakia,non-urban,Data Security Analyst,3,0.053%
Slovakia,non-urban,Data Warehousing Engineer,1,0.018%
Slovakia,non-urban,Data Warehousing Manager,1,0.018%
Slovakia,non-urban,Database Consultant,1,0.018%
Slovakia,non-urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Slovakia,non-urban,Database Security Administrator,1,0.018%
Slovakia,non-urban,Database Tester,1,0.018%
Slovakia,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Slovakia,non-urban,Internet Database Specialist,1,0.018%
Slovakia,urban,Automatic Data Processing Planner,1,0.018%
Slovakia,urban,Automatic Data Processing Planner (ADP Planner),1,0.018%
Slovakia,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),4,0.07%
Slovakia,urban,Computer or Data Processing Systems Consultant,1,0.018%
Slovakia,urban,Data Administrator,2,0.035%
Slovakia,urban,Data Base Design Analyst,1,0.018%
Slovakia,urban,Data Capture Specialist,1,0.018%
Slovakia,urban,Data Communications Analyst,1,0.018%
Slovakia,urban,Data Conversion Operator,1,0.018%
Slovakia,urban,Data Management Associate,2,0.035%
Slovakia,urban,Data Officer,2,0.035%
Slovakia,urban,Data Operations Director,1,0.018%
Slovakia,urban,Data Processing Auditor,3,0.053%
Slovakia,urban,Data Processing Manager,1,0.018%
Slovakia,urban,Data Reviewer,1,0.018%
Slovakia,urban,Data Scientist,3,0.053%
Slovakia,urban,Data Systems Manager,1,0.018%
Slovakia,urban,Data Transcriber,1,0.018%
Slovakia,urban,Data Warehouse Analyst,1,0.018%
Slovakia,urban,Data Warehouse Developer,1,0.018%
Slovakia,urban,Data Warehouse Specialist,1,0.018%
Slovakia,urban,Data Warehousing Specialist,1,0.018%
Slovakia,urban,Database Engineer,1,0.018%
Slovakia,urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Slovakia,urban,Database Manager,3,0.053%
Slovakia,urban,Database Specialist,1,0.018%
Slovakia,urban,Databases Computer Consultant,1,0.018%
Slovakia,urban,Databases Software Consultant,1,0.018%
Slovakia,urban,Flight Data Technician,1,0.018%
Slovakia,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),2,0.035%
Slovakia,urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Slovenia,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Slovenia,non-urban,Clinical Data Associate,1,0.018%
Slovenia,non-urban,Data Center Operator,1,0.018%
Slovenia,non-urban,Data Communications Software Consultant,1,0.018%
Slovenia,non-urban,Data Management Information Technology Specialist,1,0.018%
Slovenia,non-urban,Data Processing Systems Analyst,1,0.018%
Slovenia,non-urban,Data Warehouse Architect,1,0.018%
Slovenia,non-urban,Data Warehousing Manager,1,0.018%
Slovenia,non-urban,Database Administration Manager,1,0.018%
Slovenia,non-urban,Database Developer,1,0.018%
Slovenia,urban,Automatic Data Processing Planner,1,0.018%
Slovenia,urban,Data Processing Auditor,1,0.018%
Slovenia,urban,Data Security Administrator,1,0.018%
Slovenia,urban,Data Systems Manager,1,0.018%
Slovenia,urban,Database Modeler,1,0.018%
Slovenia,urban,Databases Computer Consultant,1,0.018%
Slovenia,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Spain,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.035%
Spain,non-urban,Automatic Data Processing Planner,1,0.018%
Spain,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),2,0.035%
Spain,non-urban,Clinical Data Management Manager (CDM Manager),1,0.018%
Spain,non-urban,Computer or Data Processing Systems Consultant,1,0.018%
Spain,non-urban,Data Architect,1,0.018%
Spain,non-urban,Data Collector,1,0.018%
Spain,non-urban,Data Communications Software Consultant,1,0.018%
Spain,non-urban,Data Compiler,1,0.018%
Spain,non-urban,Data Coordinator,1,0.018%
Spain,non-urban,Data Entry Associate,1,0.018%
Spain,non-urban,Data Entry Machine Operator,2,0.035%
Spain,non-urban,Data Entry Specialist,1,0.018%
Spain,non-urban,Data Management Associate,1,0.018%
Spain,non-urban,Data Miner,2,0.035%
Spain,non-urban,Data Modeling Specialist,2,0.035%
Spain,non-urban,Data Processing Auditor,1,0.018%
Spain,non-urban,Data Processing Clerk,1,0.018%
Spain,non-urban,Data Processing Consultant,1,0.018%
Spain,non-urban,Data Processing Equipment Repairer,1,0.018%
Spain,non-urban,Data Processing Systems Analyst,1,0.018%
Spain,non-urban,Data Processing Systems Project Planner,1,0.018%
Spain,non-urban,Data Recovery Planner,1,0.018%
Spain,non-urban,Data Sciences Director,1,0.018%
Spain,non-urban,Data Security Administrator,2,0.035%
Spain,non-urban,Data Security Analyst,2,0.035%
Spain,non-urban,Data Storage Specialist,1,0.018%
Spain,non-urban,Data Systems Manager,1,0.018%
Spain,non-urban,Data Warehouse Analyst,1,0.018%
Spain,non-urban,Data Warehouse Architect,1,0.018%
Spain,non-urban,Data Warehouse Specialist,2,0.035%
Spain,non-urban,Data Warehousing Engineer,1,0.018%
Spain,non-urban,Database Administration Manager,3,0.053%
Spain,non-urban,Database Architect,1,0.018%
Spain,non-urban,Database Coordinator,3,0.053%
Spain,non-urban,Database Designer,3,0.053%
Spain,non-urban,Database Development Project Manager,1,0.018%
Spain,non-urban,Database Development and Administration Project Manager,2,0.035%
Spain,non-urban,Database Engineer,1,0.018%
Spain,non-urban,Database Management System Specialist (DBMS Specialist),3,0.053%
Spain,non-urban,Database Manager,1,0.018%
Spain,non-urban,Database Marketing Analyst,2,0.035%
Spain,non-urban,Database Modeler,1,0.018%
Spain,non-urban,Database Security Administrator,1,0.018%
Spain,non-urban,Database Security Expert,2,0.035%
Spain,non-urban,Database Software Technician,2,0.035%
Spain,non-urban,Database Specialist,1,0.018%
Spain,non-urban,Database Tester,1,0.018%
Spain,non-urban,Databases Computer Consultant,1,0.018%
Spain,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Spain,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),3,0.053%
Spain,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Spain,non-urban,Head of Information Systems and Data Processing,2,0.035%
Spain,non-urban,Internet Database Specialist,2,0.035%
Spain,non-urban,Marketing Database Analyst,1,0.018%
Spain,non-urban,Micro Computer Data Processor,1,0.018%
Spain,non-urban,Reference Data Expert,1,0.018%
Spain,non-urban,SQL Database Administrator,3,0.053%
Spain,urban,Analytical Data Miner,1,0.018%
Spain,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),9,0.158%
Spain,urban,Automatic Data Processing Planner,8,0.14%
Spain,urban,Automatic Data Processing Planner (ADP Planner),11,0.193%
Spain,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),5,0.088%
Spain,urban,Business Database Analyst,2,0.035%
Spain,urban,Clinical Data Abstractor,1,0.018%
Spain,urban,Clinical Data Associate,2,0.035%
Spain,urban,Clinical Data Management Manager (CDM Manager),2,0.035%
Spain,urban,Clinical Data Manager,2,0.035%
Spain,urban,Clinical Data Specialist,1,0.018%
Spain,urban,Computer or Data Processing Systems Consultant,8,0.14%
Spain,urban,Crime Data Specialist,1,0.018%
Spain,urban,Data Administrator,2,0.035%
Spain,urban,Data Analysis Assistant,1,0.018%
Spain,urban,Data Analyst,1,0.018%
Spain,urban,Data Architect,7,0.123%
Spain,urban,Data Base Design Analyst,6,0.105%
Spain,urban,Data Communications Analyst,5,0.088%
Spain,urban,Data Communications Software Consultant,9,0.158%
Spain,urban,Data Communications Technician,2,0.035%
Spain,urban,Data Compiler,3,0.053%
Spain,urban,Data Control Clerk Supervisor,1,0.018%
Spain,urban,Data Conversion Operator,1,0.018%
Spain,urban,Data Coordinator,9,0.158%
Spain,urban,Data Entry Machine Operator,1,0.018%
Spain,urban,Data Entry Operator,1,0.018%
Spain,urban,Data Entry Representative,1,0.018%
Spain,urban,Data Entry Supervisor,1,0.018%
Spain,urban,Data Examination Clerk,1,0.018%
Spain,urban,Data Input Clerk,1,0.018%
Spain,urban,Data Keyer,1,0.018%
Spain,urban,Data Management Associate,9,0.158%
Spain,urban,Data Management Information Technology Specialist,5,0.088%
Spain,urban,Data Management Manager,1,0.018%
Spain,urban,Data Miner,3,0.053%
Spain,urban,Data Modeler,1,0.018%
Spain,urban,Data Modeling Specialist,7,0.123%
Spain,urban,Data Officer,2,0.035%
Spain,urban,Data Operations Director,4,0.07%
Spain,urban,Data Processing Auditor,3,0.053%
Spain,urban,Data Processing Auxiliary Equipment Operator,2,0.035%
Spain,urban,Data Processing Clerk,2,0.035%
Spain,urban,Data Processing Consultant,5,0.088%
Spain,urban,Data Processing Equipment Repairer,3,0.053%
Spain,urban,Data Processing Manager,8,0.14%
Spain,urban,Data Processing Mechanic,1,0.018%
